'Elapsed time','ABPmean','ABPsys','ABPdias','HR','PULSE','RESP','SpO2'
'seconds','mmHg','mmHg','mmHg','bpm','bpm','bpm','%'
0.000,80.000,137.000,54.000,53.000,53.000,25.000,94.000
1.024,81.000,138.000,54.000,53.000,53.000,25.000,94.000
2.048,81.000,138.000,55.000,53.000,53.000,25.000,94.000
3.072,81.000,139.000,55.000,53.000,53.000,25.000,94.000
4.096,81.000,139.000,55.000,53.000,53.000,27.000,94.000
5.120,81.000,139.000,55.000,53.000,53.000,26.000,94.000
6.144,81.000,139.000,55.000,53.000,53.000,27.000,94.000
7.168,81.000,139.000,55.000,53.000,53.000,29.000,94.000
8.192,81.000,139.000,55.000,53.000,53.000,29.000,94.000
9.216,81.000,139.000,55.000,53.000,53.000,26.000,94.000
10.240,81.000,139.000,55.000,53.000,53.000,31.000,94.000
11.264,81.000,138.000,55.000,53.000,53.000,34.000,94.000
12.288,80.000,138.000,54.000,53.000,53.000,34.000,94.000
13.312,80.000,137.000,54.000,53.000,53.000,33.000,94.000
14.336,80.000,137.000,54.000,53.000,53.000,32.000,94.000
15.360,80.000,137.000,54.000,53.000,53.000,31.000,94.000
16.384,80.000,137.000,54.000,53.000,53.000,30.000,94.000
17.408,79.000,136.000,54.000,53.000,53.000,30.000,94.000
18.432,79.000,135.000,53.000,53.000,53.000,30.000,94.000
19.456,78.000,135.000,53.000,53.000,53.000,30.000,94.000
20.480,78.000,134.000,53.000,53.000,53.000,30.000,94.000
21.504,78.000,134.000,53.000,53.000,52.000,25.000,94.000
22.528,78.000,134.000,53.000,53.000,52.000,25.000,94.000
23.552,77.000,133.000,52.000,53.000,52.000,25.000,94.000
24.576,77.000,132.000,52.000,53.000,53.000,27.000,94.000
25.600,77.000,132.000,52.000,53.000,53.000,27.000,94.000
26.624,77.000,132.000,52.000,53.000,53.000,24.000,94.000
27.648,77.000,132.000,52.000,53.000,53.000,24.000,94.000
28.672,77.000,132.000,52.000,53.000,52.000,25.000,95.000
29.696,77.000,132.000,52.000,53.000,52.000,25.000,95.000
30.720,77.000,132.000,52.000,53.000,52.000,25.000,95.000
31.744,77.000,132.000,52.000,53.000,52.000,23.000,95.000
32.768,77.000,132.000,52.000,53.000,52.000,28.000,95.000
33.792,77.000,133.000,52.000,53.000,52.000,28.000,95.000
34.816,78.000,133.000,52.000,53.000,52.000,27.000,95.000
35.840,78.000,133.000,52.000,53.000,52.000,35.000,95.000
36.864,78.000,133.000,53.000,53.000,52.000,35.000,95.000
37.888,78.000,133.000,53.000,53.000,52.000,35.000,94.000
38.912,78.000,134.000,53.000,53.000,52.000,32.000,94.000
39.936,79.000,135.000,53.000,53.000,52.000,36.000,94.000
40.960,79.000,135.000,53.000,53.000,52.000,36.000,94.000
41.984,80.000,136.000,54.000,53.000,52.000,36.000,94.000
43.008,80.000,137.000,54.000,53.000,52.000,35.000,94.000
44.032,80.000,137.000,54.000,53.000,52.000,35.000,94.000
45.056,80.000,137.000,54.000,53.000,52.000,35.000,94.000
46.080,80.000,137.000,54.000,52.000,52.000,35.000,94.000
47.104,80.000,138.000,54.000,52.000,52.000,34.000,94.000
48.128,80.000,138.000,54.000,52.000,52.000,34.000,94.000
49.152,80.000,138.000,54.000,52.000,52.000,35.000,94.000
50.176,80.000,138.000,54.000,52.000,52.000,35.000,94.000
51.200,80.000,138.000,54.000,52.000,52.000,35.000,94.000
52.224,80.000,137.000,54.000,52.000,52.000,35.000,94.000
53.248,80.000,137.000,54.000,52.000,52.000,34.000,94.000
54.272,79.000,137.000,54.000,52.000,52.000,32.000,94.000
55.296,79.000,137.000,54.000,52.000,52.000,32.000,94.000
56.320,79.000,136.000,53.000,52.000,52.000,32.000,94.000
57.344,79.000,136.000,53.000,52.000,52.000,28.000,94.000
58.368,78.000,135.000,53.000,52.000,52.000,28.000,94.000
59.392,78.000,134.000,53.000,52.000,52.000,28.000,94.000
60.416,78.000,134.000,53.000,52.000,52.000,26.000,94.000
61.440,78.000,133.000,53.000,52.000,52.000,26.000,94.000
62.464,78.000,133.000,53.000,52.000,52.000,26.000,94.000
63.488,78.000,133.000,53.000,52.000,52.000,26.000,94.000
64.512,78.000,133.000,53.000,52.000,52.000,23.000,94.000
65.536,78.000,133.000,53.000,52.000,52.000,25.000,94.000
66.560,78.000,133.000,53.000,52.000,52.000,24.000,94.000
67.584,78.000,134.000,53.000,52.000,52.000,23.000,94.000
68.608,78.000,134.000,53.000,52.000,52.000,25.000,94.000
69.632,78.000,134.000,53.000,52.000,52.000,24.000,94.000
70.656,78.000,135.000,53.000,53.000,53.000,23.000,94.000
71.680,79.000,135.000,53.000,53.000,53.000,23.000,94.000
72.704,79.000,135.000,53.000,53.000,53.000,23.000,94.000
73.728,79.000,135.000,53.000,53.000,53.000,25.000,94.000
74.752,78.000,134.000,53.000,53.000,53.000,25.000,94.000
75.776,78.000,134.000,53.000,53.000,53.000,25.000,94.000
76.800,78.000,134.000,53.000,53.000,53.000,25.000,94.000
77.824,78.000,133.000,53.000,53.000,53.000,24.000,94.000
78.848,78.000,133.000,53.000,53.000,53.000,23.000,94.000
79.872,78.000,133.000,53.000,53.000,53.000,21.000,94.000
80.896,77.000,132.000,52.000,53.000,53.000,21.000,94.000
81.920,77.000,131.000,52.000,53.000,53.000,22.000,94.000
82.944,76.000,131.000,52.000,53.000,53.000,22.000,94.000
83.968,76.000,131.000,52.000,53.000,53.000,22.000,94.000
84.992,77.000,131.000,52.000,53.000,53.000,22.000,94.000
86.016,76.000,130.000,52.000,53.000,53.000,22.000,94.000
87.040,76.000,130.000,52.000,53.000,53.000,22.000,94.000
88.064,76.000,130.000,52.000,53.000,53.000,22.000,94.000
89.088,76.000,130.000,52.000,53.000,53.000,20.000,94.000
